x,y,z,f
-5.714746244697112010e-01,-1.870045187235117368e+00,0.000000000000000000e+00,-5.714746244697112010e-01
-8.928842971580225329e-03,-1.824205194566767885e+00,0.000000000000000000e+00,-8.928842971580225329e-03
1.411408736889897542e+00,-2.876860653650858968e-01,0.000000000000000000e+00,1.411408736889897542e+00
-1.198506931139021070e+00,-3.123515385060973149e-01,0.000000000000000000e+00,-1.198506931139021070e+00
-4.319462942393293980e-01,1.542974416480394240e+00,0.000000000000000000e+00,-4.319462942393293980e-01
-1.486232075680773423e+00,-8.561037727012458243e-01,0.000000000000000000e+00,-1.486232075680773423e+00
-9.813186660345138979e-01,1.392266985743273233e+00,0.000000000000000000e+00,-9.813186660345138979e-01
1.138031032960405309e+00,6.848656189888335799e-01,0.000000000000000000e+00,1.138031032960405309e+00
-8.542637406138342548e-01,-1.386801186437211397e+00,0.000000000000000000e+00,-8.542637406138342548e-01
-1.138078949542773222e+00,5.063676507346960287e-01,0.000000000000000000e+00,-1.138078949542773222e+00
1.233624993064146969e+00,-1.128979509551596649e+00,0.000000000000000000e+00,1.233624993064146969e+00
1.071159217791825824e-01,1.864985100033870191e+00,0.000000000000000000e+00,1.071159217791825824e-01
-1.204355809778601794e+00,1.236477736989933796e+00,0.000000000000000000e+00,-1.204355809778601794e+00
8.073697240712698342e-01,1.814568694684452366e+00,0.000000000000000000e+00,8.073697240712698342e-01
-1.608758521367627869e+00,-1.088873251611129023e+00,0.000000000000000000e+00,-1.608758521367627869e+00
9.803063997287538855e-01,-3.379426043257000023e-01,0.000000000000000000e+00,9.803063997287538855e-01
1.249012040198385076e+00,1.270608662918049525e+00,0.000000000000000000e+00,1.249012040198385076e+00
1.241110947312433099e+00,-4.223978902624839216e-01,0.000000000000000000e+00,1.241110947312433099e+00
9.985781029501170636e-01,-1.398964506123896445e+00,0.000000000000000000e+00,9.985781029501170636e-01
1.419744131752943783e+00,-6.644545088253350773e-01,0.000000000000000000e+00,1.419744131752943783e+00
-1.072861313242826409e+00,4.511973760328994998e-01,0.000000000000000000e+00,-1.072861313242826409e+00
1.601959088502858286e+00,1.064187463025515257e+00,0.000000000000000000e+00,1.601959088502858286e+00
1.835231559902363641e+00,-2.334789020926930636e-01,0.000000000000000000e+00,1.835231559902363641e+00
-1.077188732077118072e+00,-5.461966748186410925e-01,0.000000000000000000e+00,-1.077188732077118072e+00
-1.776052150413490294e+00,2.045950611752887227e-01,0.000000000000000000e+00,-1.776052150413490294e+00
-1.542233163621104408e+00,7.329869236826866974e-01,0.000000000000000000e+00,-1.542233163621104408e+00
4.237984809132951947e-01,-1.188411726611576347e+00,0.000000000000000000e+00,4.237984809132951947e-01
-1.029132805663427463e+00,-1.457706838225211632e+00,0.000000000000000000e+00,-1.029132805663427463e+00
1.121654067801140631e+00,5.631242537259850689e-01,0.000000000000000000e+00,1.121654067801140631e+00
1.708795637093569186e-01,-9.984401731828997928e-01,0.000000000000000000e+00,1.708795637093569186e-01
1.240345542852992811e+00,5.969653088460404877e-01,0.000000000000000000e+00,1.240345542852992811e+00
-1.325156121745448612e+00,-1.181682688753565857e+00,0.000000000000000000e+00,-1.325156121745448612e+00
1.010885217465897323e+00,1.303947839756430804e+00,0.000000000000000000e+00,1.010885217465897323e+00
-9.392191530728726256e-01,-6.149454875769964080e-01,0.000000000000000000e+00,-9.392191530728726256e-01
-7.527434178394187825e-01,-9.728082891220153350e-01,0.000000000000000000e+00,-7.527434178394187825e-01
-1.708684218392400589e-01,-1.569433530140824207e+00,0.000000000000000000e+00,-1.708684218392400589e-01
-1.910184322408280178e+00,5.056737493184914056e-01,0.000000000000000000e+00,-1.910184322408280178e+00
-9.626221810419446356e-01,-1.226448276824776196e+00,0.000000000000000000e+00,-9.626221810419446356e-01
5.069465448514725442e-02,-1.342604438554010349e+00,0.000000000000000000e+00,5.069465448514725442e-02
1.031594466053228132e+00,-1.315108530548980470e+00,0.000000000000000000e+00,1.031594466053228132e+00
-1.127913180982005548e+00,2.198618408354832410e-01,0.000000000000000000e+00,-1.127913180982005548e+00
-1.390368007616507695e+00,4.777988438917460390e-01,0.000000000000000000e+00,-1.390368007616507695e+00
-9.009261858370054554e-01,-5.607886992295800788e-01,0.000000000000000000e+00,-9.009261858370054554e-01
3.899669146757820393e-01,-1.552665230056559764e+00,0.000000000000000000e+00,3.899669146757820393e-01
-1.106320222261196973e+00,1.193495486821622542e+00,0.000000000000000000e+00,-1.106320222261196973e+00
1.176737000103639685e+00,2.963724064269290803e-01,0.000000000000000000e+00,1.176737000103639685e+00
-1.644532491648033945e+00,-6.593821779998555455e-01,0.000000000000000000e+00,-1.644532491648033945e+00
2.928721349642496308e-01,1.574946415702085378e+00,0.000000000000000000e+00,2.928721349642496308e-01
5.557471074516371345e-01,1.284718083657934384e+00,0.000000000000000000e+00,5.557471074516371345e-01
1.496656966182050130e+00,-5.788466239041342165e-01,0.000000000000000000e+00,1.496656966182050130e+00
-6.223650492505585774e-01,9.678066443269984775e-01,0.000000000000000000e+00,-6.223650492505585774e-01
-1.596700299750334784e+00,6.457815751599517151e-01,0.000000000000000000e+00,-1.596700299750334784e+00
1.809248893459908913e+00,-5.587058389649397494e-01,0.000000000000000000e+00,1.809248893459908913e+00
1.260086404348238265e+00,-7.932019090329762712e-01,0.000000000000000000e+00,1.260086404348238265e+00
-1.675024069919051506e+00,8.162856322284430810e-01,0.000000000000000000e+00,-1.675024069919051506e+00
1.087166060778692600e+00,-8.841153432345132401e-01,0.000000000000000000e+00,1.087166060778692600e+00
-1.603973286005008492e-01,-1.750752316292772726e+00,0.000000000000000000e+00,-1.603973286005008492e-01
-1.390245103153125328e+00,5.037941845411261221e-01,0.000000000000000000e+00,-1.390245103153125328e+00
