x,y,z,f
-9.584420863754443409e-02,9.947022564871306205e-01,0.000000000000000000e+00,-9.584420863754443409e-02
-3.524529545512991580e-01,9.357346633118248658e-01,0.000000000000000000e+00,-3.524529545512991580e-01
3.617282174770776182e-01,-9.319812752189292615e-01,0.000000000000000000e+00,3.617282174770776182e-01
8.252316518488342911e-01,5.633806091943074357e-01,0.000000000000000000e+00,8.252316518488342911e-01
-8.143864058910113002e-01,-5.790926604988408943e-01,0.000000000000000000e+00,-8.143864058910113002e-01
-1.780134530670685056e-01,-9.833679893475029132e-01,0.000000000000000000e+00,-1.780134530670685056e-01
3.601618525351757416e-01,9.326486409522755094e-01,0.000000000000000000e+00,3.601618525351757416e-01
9.313223318067918033e-01,3.620578718678632013e-01,0.000000000000000000e+00,9.313223318067918033e-01
-1.265468368895374673e-01,9.917321285762269456e-01,0.000000000000000000e+00,-1.265468368895374673e-01
-5.575306772830547208e-01,-8.296452077933843539e-01,0.000000000000000000e+00,-5.575306772830547208e-01
-9.444455118313643815e-01,-3.274548899941578384e-01,0.000000000000000000e+00,-9.444455118313643815e-01
6.030875137854685430e-01,7.966659637958080076e-01,0.000000000000000000e+00,6.030875137854685430e-01
-9.168812764953020444e-01,3.984958588426542048e-01,0.000000000000000000e+00,-9.168812764953020444e-01
-4.919932954831477412e-01,-8.702276464852485294e-01,0.000000000000000000e+00,-4.919932954831477412e-01
-8.512819868506258381e-01,5.239143435496751433e-01,0.000000000000000000e+00,-8.512819868506258381e-01
-6.799617420508659027e-01,-7.325091344652607805e-01,0.000000000000000000e+00,-6.799617420508659027e-01
9.801734282390908159e-01,-1.940962436863498675e-01,0.000000000000000000e+00,9.801734282390908159e-01
-3.968190186947772591e-01,-9.170304820404717727e-01,0.000000000000000000e+00,-3.968190186947772591e-01
-7.698158469777494073e-01,6.370286493592818289e-01,0.000000000000000000e+00,-7.698158469777494073e-01
4.179545162663670932e-01,9.080254880833302789e-01,0.000000000000000000e+00,4.179545162663670932e-01
-5.561046156604363411e-01,8.305469945231129802e-01,0.000000000000000000e+00,-5.561046156604363411e-01
-9.984452933741628788e-01,-3.857964700936257485e-02,0.000000000000000000e+00,-9.984452933741628788e-01
7.926040079979115305e-01,-6.091182190228630056e-01,0.000000000000000000e+00,7.926040079979115305e-01
1.229304743688427320e-01,-9.923198446895283853e-01,0.000000000000000000e+00,1.229304743688427320e-01
-3.885148220812619790e-01,9.205685695669338919e-01,0.000000000000000000e+00,-3.885148220812619790e-01
8.981750258716090229e-01,-4.379184469104161481e-01,0.000000000000000000e+00,8.981750258716090229e-01
-9.844940679136527928e-01,1.729323507680807226e-01,0.000000000000000000e+00,-9.844940679136527928e-01
-3.017339302068455242e-01,-9.526671616075743643e-01,0.000000000000000000e+00,-3.017339302068455242e-01
7.729110475531302260e-01,6.332377168676263102e-01,0.000000000000000000e+00,7.729110475531302260e-01
7.912300586787588408e-01,6.108010014432632140e-01,0.000000000000000000e+00,7.912300586787588408e-01
3.024633173908762851e-01,9.524236563862067406e-01,0.000000000000000000e+00,3.024633173908762851e-01
7.427075026559962767e-01,-6.691644768181654879e-01,0.000000000000000000e+00,7.427075026559962767e-01
-3.711544431485124251e-01,-9.279651357870373207e-01,0.000000000000000000e+00,-3.711544431485124251e-01
6.303283251305047408e-01,-7.761958220467894964e-01,0.000000000000000000e+00,6.303283251305047408e-01
-5.943759503585416271e-01,-8.032122790265125989e-01,0.000000000000000000e+00,-5.943759503585416271e-01
-8.137953725787794301e-01,5.799489200765939323e-01,0.000000000000000000e+00,-8.137953725787794301e-01
-9.946120213489271222e-01,-9.813459495342861938e-02,0.000000000000000000e+00,-9.946120213489271222e-01
-8.086223467356554728e-01,-5.874433418502388315e-01,0.000000000000000000e+00,-8.086223467356554728e-01
6.813821187904147703e-01,-7.312507904781709867e-01,0.000000000000000000e+00,6.813821187904147703e-01
-9.381054882302330977e-01,3.441721583192148826e-01,0.000000000000000000e+00,-9.381054882302330977e-01
7.883432965769665568e-01,-6.143366431507534253e-01,0.000000000000000000e+00,7.883432965769665568e-01
-7.746910464971301646e-01,-6.310576139413106578e-01,0.000000000000000000e+00,-7.746910464971301646e-01
4.894135885876509939e-01,-8.715815811095388721e-01,0.000000000000000000e+00,4.894135885876509939e-01
-9.990099794583215953e-01,2.456710635642251825e-02,0.000000000000000000e+00,-9.990099794583215953e-01
-3.361228167208104578e-01,-9.411864643777566597e-01,0.000000000000000000e+00,-3.361228167208104578e-01
-5.399912377441752342e-01,8.407364773235210809e-01,0.000000000000000000e+00,-5.399912377441752342e-01
-9.903881325555141668e-01,-1.329214488765861346e-01,0.000000000000000000e+00,-9.903881325555141668e-01
2.623571451529712051e-01,9.644273291072016363e-01,0.000000000000000000e+00,2.623571451529712051e-01
8.023807026724610880e-01,5.964859243907303377e-01,0.000000000000000000e+00,8.023807026724610880e-01
9.528931592460652134e-01,3.016268608187989697e-01,0.000000000000000000e+00,9.528931592460652134e-01
-3.435087698447496507e-01,-9.387206709146522776e-01,0.000000000000000000e+00,-3.435087698447496507e-01
-9.534632596749443856e-01,2.996586458128860930e-01,0.000000000000000000e+00,-9.534632596749443856e-01
7.995400772754500673e-01,-6.006012807550183963e-01,0.000000000000000000e+00,7.995400772754500673e-01
5.639401795918599358e-01,-8.255920841172592617e-01,0.000000000000000000e+00,5.639401795918599358e-01
-7.573913922431969592e-01,6.522458438503120348e-01,0.000000000000000000e+00,-7.573913922431969592e-01
9.843732497772056389e-01,-1.735241571428191854e-01,0.000000000000000000e+00,9.843732497772056389e-01
-8.217855513539633616e-01,-5.683731476749064315e-01,0.000000000000000000e+00,-8.217855513539633616e-01
4.485069603423167545e-02,-9.988188784095547446e-01,0.000000000000000000e+00,4.485069603423167545e-02
-8.091149130168824311e-01,5.867297363947588940e-01,0.000000000000000000e+00,-8.091149130168824311e-01
3.349189282828752279e-01,9.415883813938482616e-01,0.000000000000000000e+00,3.349189282828752279e-01
4.454957586262323632e-01,8.946314363904861455e-01,0.000000000000000000e+00,4.454957586262323632e-01
4.014544275197901024e-01,9.150555189095241904e-01,0.000000000000000000e+00,4.014544275197901024e-01
-7.922135097526998848e-01,-6.095964925465505724e-01,0.000000000000000000e+00,-7.922135097526998848e-01
7.512435630089219218e-01,6.597755677017284048e-01,0.000000000000000000e+00,7.512435630089219218e-01
9.917628450961407660e-01,1.215996725050851740e-01,0.000000000000000000e+00,9.917628450961407660e-01
4.334408167168052328e-01,-9.009583579773821072e-01,0.000000000000000000e+00,4.334408167168052328e-01
8.006779681711860830e-01,5.989527611914884364e-01,0.000000000000000000e+00,8.006779681711860830e-01
-9.636674214808378380e-01,2.644297924885634643e-01,0.000000000000000000e+00,-9.636674214808378380e-01
-9.981874723820994832e-01,4.497740894084666791e-02,0.000000000000000000e+00,-9.981874723820994832e-01
-7.403812415757665688e-01,-6.715863711484607590e-01,0.000000000000000000e+00,-7.403812415757665688e-01
-9.977516193134173816e-01,-5.579299128818647480e-02,0.000000000000000000e+00,-9.977516193134173816e-01
9.227489480051380699e-01,-3.846640270626748292e-01,0.000000000000000000e+00,9.227489480051380699e-01
3.537273814302288599e-02,-9.991889981715701419e-01,0.000000000000000000e+00,3.537273814302288599e-02
-8.940348344245511170e-01,-4.466437155504235923e-01,0.000000000000000000e+00,-8.940348344245511170e-01
-7.087275728653382734e-01,-7.045413311202193274e-01,0.000000000000000000e+00,-7.087275728653382734e-01
-9.975022160658744141e-01,-6.198186904383039264e-02,0.000000000000000000e+00,-9.975022160658744141e-01
9.848560206652017257e-01,-1.711593889262602863e-01,0.000000000000000000e+00,9.848560206652017257e-01
1.627510856183880250e-01,9.858483654783205541e-01,0.000000000000000000e+00,1.627510856183880250e-01
-3.685694162085020320e-01,-9.290665128374233639e-01,0.000000000000000000e+00,-3.685694162085020320e-01
-9.453900843729454717e-01,-3.249642568950517618e-01,0.000000000000000000e+00,-9.453900843729454717e-01
9.552498493344134811e-01,2.934906227786142630e-01,0.000000000000000000e+00,9.552498493344134811e-01
-3.355958965136932592e-01,9.413623761904209575e-01,0.000000000000000000e+00,-3.355958965136932592e-01
8.927538271194946917e-01,-4.493433812565523766e-01,0.000000000000000000e+00,8.927538271194946917e-01
2.087314081109860331e-01,-9.776448861768249898e-01,0.000000000000000000e+00,2.087314081109860331e-01
9.878577626958373603e-01,1.537609195599551337e-01,0.000000000000000000e+00,9.878577626958373603e-01
-3.463177693241610844e-01,9.377828890958443964e-01,0.000000000000000000e+00,-3.463177693241610844e-01
9.996435550523160574e-01,8.845090148457246393e-03,0.000000000000000000e+00,9.996435550523160574e-01
4.707174547051624636e-01,-8.813940691282582396e-01,0.000000000000000000e+00,4.707174547051624636e-01
7.902348703380890349e-01,6.120198858819549947e-01,0.000000000000000000e+00,7.902348703380890349e-01
9.426907582266506047e-01,3.320817949869291352e-01,0.000000000000000000e+00,9.426907582266506047e-01
9.960699748349889360e-01,-8.612726771851507424e-02,0.000000000000000000e+00,9.960699748349889360e-01
-9.389069336562452239e-01,3.420589204075856760e-01,0.000000000000000000e+00,-9.389069336562452239e-01
-4.107976612802936578e-01,9.110747390263673751e-01,0.000000000000000000e+00,-4.107976612802936578e-01
9.646204938625806413e-01,2.611394049209646573e-01,0.000000000000000000e+00,9.646204938625806413e-01
-7.880244998216392460e-01,6.147270982920507443e-01,0.000000000000000000e+00,-7.880244998216392460e-01
-6.727936797948566028e-01,7.388594834873081219e-01,0.000000000000000000e+00,-6.727936797948566028e-01
-9.933960793315861348e-01,-1.081487784239386907e-01,0.000000000000000000e+00,-9.933960793315861348e-01
9.983908580594172966e-01,3.993044541262856517e-02,0.000000000000000000e+00,9.983908580594172966e-01
6.164095441544052978e-01,7.866551074162841939e-01,0.000000000000000000e+00,6.164095441544052978e-01
2.317322957164920649e-01,9.719756765519811381e-01,0.000000000000000000e+00,2.317322957164920649e-01
-9.253179996019063047e-01,3.778899947268286597e-01,0.000000000000000000e+00,-9.253179996019063047e-01
-3.124898860651277310e-01,9.490762959197283077e-01,0.000000000000000000e+00,-3.124898860651277310e-01
-7.558792565836542909e-01,-6.540978738121655534e-01,0.000000000000000000e+00,-7.558792565836542909e-01
-2.514635893077291628e-01,9.671123494727562608e-01,0.000000000000000000e+00,-2.514635893077291628e-01
8.269936573867873175e-01,-5.608279034724772405e-01,0.000000000000000000e+00,8.269936573867873175e-01
9.727446456856356782e-01,-2.304848273953984950e-01,0.000000000000000000e+00,9.727446456856356782e-01
9.250717061358386673e-01,3.785394172239668342e-01,0.000000000000000000e+00,9.250717061358386673e-01
2.297748622432664867e-01,9.724581405714889382e-01,0.000000000000000000e+00,2.297748622432664867e-01
-9.214530097423389021e-01,-3.880811354261289869e-01,0.000000000000000000e+00,-9.214530097423389021e-01
1.947615761883874641e-01,-9.806461544181707124e-01,0.000000000000000000e+00,1.947615761883874641e-01
9.219270610345068340e-01,3.868311648976914818e-01,0.000000000000000000e+00,9.219270610345068340e-01
3.890984962323829066e-01,9.203198892514609097e-01,0.000000000000000000e+00,3.890984962323829066e-01
-9.657817492877991405e-01,2.571302861099051817e-01,0.000000000000000000e+00,-9.657817492877991405e-01
-4.927529333903321040e-01,-8.698289577558212526e-01,0.000000000000000000e+00,-4.927529333903321040e-01
8.014897722940614866e-01,-5.977766598769166384e-01,0.000000000000000000e+00,8.014897722940614866e-01
6.798426284007001996e-01,-7.326146599510651169e-01,0.000000000000000000e+00,6.798426284007001996e-01
2.526683216212871064e-01,-9.668154096265850761e-01,0.000000000000000000e+00,2.526683216212871064e-01
9.214926120296482726e-01,3.879767127764848222e-01,0.000000000000000000e+00,9.214926120296482726e-01
9.900050606515131690e-01,-1.360763298448852410e-01,0.000000000000000000e+00,9.900050606515131690e-01
-7.742316111954283819e-01,-6.316203200311480970e-01,0.000000000000000000e+00,-7.742316111954283819e-01
8.537776545700129782e-01,5.195917202608871799e-01,0.000000000000000000e+00,8.537776545700129782e-01
-8.776287177214073948e-03,9.991889981715700308e-01,0.000000000000000000e+00,-8.776287177214073948e-03
-7.011758167855463020e-01,-7.124035420254607454e-01,0.000000000000000000e+00,-7.011758167855463020e-01
-7.686149049894156482e-01,6.384995362673483443e-01,0.000000000000000000e+00,-7.686149049894156482e-01
-9.441147467731303422e-01,3.283270457744715265e-01,0.000000000000000000e+00,-9.441147467731303422e-01
3.440097474840060898e-01,-9.385534200037255470e-01,0.000000000000000000e+00,3.440097474840060898e-01
4.930820369986251284e-01,-8.696562308576512024e-01,0.000000000000000000e+00,4.930820369986251284e-01
-9.620256778270592779e-01,-2.700977491003161979e-01,0.000000000000000000e+00,-9.620256778270592779e-01
2.710453972900498387e-01,-9.622858672869715191e-01,0.000000000000000000e+00,2.710453972900498387e-01
-8.135834102104652077e-01,5.802560005815944333e-01,0.000000000000000000e+00,-8.135834102104652077e-01
9.928153264488634999e-01,-1.129317087246210494e-01,0.000000000000000000e+00,9.928153264488634999e-01
-7.495329285713615564e-01,-6.618707145307494155e-01,0.000000000000000000e+00,-7.495329285713615564e-01
9.813235190661584451e-01,-1.884627262112300583e-01,0.000000000000000000e+00,9.813235190661584451e-01
9.576684978836762507e-01,2.851404793169678986e-01,0.000000000000000000e+00,9.576684978836762507e-01
7.128625420568900362e-01,-7.002363721772720817e-01,0.000000000000000000e+00,7.128625420568900362e-01
-9.338692970044270014e-01,-3.553420765803105841e-01,0.000000000000000000e+00,-9.338692970044270014e-01
-2.398566640753125589e-01,-9.699731996004145040e-01,0.000000000000000000e+00,-2.398566640753125589e-01
3.028458758541590079e-01,9.522959396051510206e-01,0.000000000000000000e+00,3.028458758541590079e-01
-9.588464427131460077e-01,-2.810737419983211915e-01,0.000000000000000000e+00,-9.588464427131460077e-01
-2.249247595937470257e-01,9.736535835080281087e-01,0.000000000000000000e+00,-2.249247595937470257e-01
7.897241886271624267e-01,6.126453574285309900e-01,0.000000000000000000e+00,7.897241886271624267e-01
9.967983981212802380e-01,7.944693120413953702e-02,0.000000000000000000e+00,9.967983981212802380e-01
8.277763229205605811e-01,-5.596940166921532400e-01,0.000000000000000000e+00,8.277763229205605811e-01
-4.876538519317787923e-01,-8.725051621536402680e-01,0.000000000000000000e+00,-4.876538519317787923e-01
3.287895183752484463e-01,9.436346790929125428e-01,0.000000000000000000e+00,3.287895183752484463e-01
-9.245493019247801036e-02,9.949758673296842382e-01,0.000000000000000000e+00,-9.245493019247801036e-02
-9.747855899742966512e-01,2.204876210484578991e-01,0.000000000000000000e+00,-9.747855899742966512e-01
4.209384784058227691e-01,-9.067541406289767458e-01,0.000000000000000000e+00,4.209384784058227691e-01
7.183568947089120638e-01,6.945161451358341509e-01,0.000000000000000000e+00,7.183568947089120638e-01
9.819094136038468701e-01,-1.855928249486825943e-01,0.000000000000000000e+00,9.819094136038468701e-01
9.389270213014364597e-01,-3.420059536402979550e-01,0.000000000000000000e+00,9.389270213014364597e-01
2.724038447832427545e-02,9.991889981715700308e-01,0.000000000000000000e+00,2.724038447832427545e-02
-6.365354607073612225e-01,-7.709814626080156996e-01,0.000000000000000000e+00,-6.365354607073612225e-01
-6.834282959357186327e-01,7.294380357099319312e-01,0.000000000000000000e+00,-6.834282959357186327e-01
-3.434533181348184971e-01,-9.387391834155539572e-01,0.000000000000000000e+00,-3.434533181348184971e-01
8.625220415899528259e-01,5.044459976613057117e-01,0.000000000000000000e+00,8.625220415899528259e-01
